pageId;linkedId
27362075;27362089
27362075;75963441
27362075;75969407
27362075;27362088
27362075;27847852
27362075;27837073
27362075;27362109
27362075;27362104
27362075;34019487
27362075;50858744
27362075;33299065
27362075;27362062
27362075;27824044
27362075;29131019
27362075;27362092
27362075;35749927
27362075;66850051
27362075;31823045
27362075;55151960
27362075;27826238
27362075;27362050
27362075;27826614
27362075;34022710
27362075;27362063
27362075;27362029
27362075;33293991
27362075;30151205
27362075;33298524
27362075;27362075
27362075;50860526
27362075;62689557
27362075;27362028
27362075;27843687
27362075;55155632
27362075;34838326
27362075;27362078
27362075;68717850
27362075;33296197
27362075;27823715
31823045;27362075
31823045;27362075
27826614;27362075
27826614;27362075
29131019;27362062
29131019;27362075
29131019;27362075
29131019;30150275
29131019;27362062
34019487;27842758
34019487;27362075
34019487;27362075
34019487;34019487
42566775;62689557
42566775;27842758
42566775;27362075
42566775;42566775
42566775;27842758
27823715;34014006
27823715;27362061
27823715;27362036
27823715;27362075
27823715;27362034
27823715;27362075
27823715;34014006
27823715;27362061
27823715;27362036
27823715;27362075
27826238;27362075
27826238;27362075
42567714;27842758
42567714;50858744
42567714;27362075
42567714;50858744
50858744;42567714
50858744;27362075
50858744;27362075
50858744;42567714
50858744;50858744
33296197;27842758
33296197;62689557
33296197;27362075
33296197;27362075
33296197;59689974
33296197;27842758
33296197;59689974
59689974;33296197
59689974;27362075
59689974;33296197
55155632;61336919
55155632;66850051
55155632;27362075
55155632;27837968
55155632;27362075
55155632;66850051
55155632;27362034
55155632;61336919
55155632;34014558
55155632;34013776
55155632;27837968
27843687;27362075
27843687;27362075
50860526;27362075
50860526;27362075
27362104;27362089
27362104;27362075
27362104;27362034
27362104;27362075
27362104;27362092
27362104;38570914
27362104;27362034
27362104;27362063
27847416;27362075
27846854;27362034
27846854;27847852
27846854;27362075
27846854;27362075
27846854;27847852
27846854;27362034
62689557;27362075
62689557;27842758
62689557;27362069
62689557;27362075
62689557;42566775
62689557;62689557
62689557;27842758
62689557;33296197
27362050;27362034
27362050;27842758
27362050;27362041
27362050;27362075
27362050;27362075
27362050;27845856
27362050;27837073
27362050;27842758
27362050;27362037
27362050;40509723
27845856;27362050
27837073;27362075
27837073;27362050
34015666;27362075
34015666;27362075
35749927;27362075
35749927;27362039
35749927;27362043
35749927;27362075
35749927;27362069
35749927;27362075
27362053;27362075
27362053;27362067
27362053;27362075
27362053;27362067
27847852;27846854
27847852;27362034
27847852;27362075
27847852;27362075
27847852;29688910
27847852;27362034
27847852;27846854
29688910;27847852
34022710;27362075
34022710;27362075
33293991;27362075
33293991;27362075
30150275;29131019
30150275;27362075
30150275;27362062
30150275;27362075
27823388;27362075
33298524;27362075
33298524;27362075
34838326;27842758
34838326;27362075
34838326;27362075
34838326;31818911
34838326;27842758
34838326;27362037
34838326;27362070
27362067;27362075
27362067;27824044
27362067;27362053
27362067;27362075
27362067;27824044
27362067;27362053
27362067;27824044
27824044;27362075
27824044;27362067
27824044;27362067
27824044;27362067
66850051;55155632
66850051;27362075
66850051;61336919
66850051;27362075
66850051;55155632
68717850;27362075
68717850;27362075
75963441;27362075
75963441;27362075
75969407;75977362
75969407;27362075
75969407;27362075
75969407;75977362
75969407;75977362
75977362;75969407
75977362;75969407
75977362;75969407
80452092;27362075
80452092;27362075
103091503;27362075
103091503;27362075
27362074;27362034
27362074;27842758
27362074;27362059
27362074;34013997
27362074;27362060
27362074;42568263
27362074;27823747
27362074;27362069
27362074;42567126
27362074;27850707
27362074;48202659
27362074;27362107
27362074;27850707
27362074;31818911
27362074;38570914
27362074;27362059
27362074;27823747
27362074;27842758
27362074;27362034
27362074;33299065
27362074;27362107
27362074;34013997
27362074;27362060
27362086;42568263
27362086;27362069
27362086;27362046
27362087;27362069
27362087;27820725
27362087;27826430
27362087;27833038
27362087;27844528
27362087;27822784
27362087;27820725
27362087;27362084
27362087;27833038
27362087;27362080
27362087;27844528
27362087;27362082
27362087;27362085
27362087;27362081
27362087;27822784
27362087;27362083
27362087;27826430
27820725;27362087
27820725;27362087
27820725;27820324
27820725;27820116
27820725;27362090
27826430;27362087
27826430;27362087
27833038;27362087
27833038;27362087
27844528;27362087
27844528;27362087
27822784;27362087
27822784;27362087
27362084;27362087
27362085;27362087
27362082;27362087
27362083;27362087
27362080;27362087
27362081;27362087
27362094;27362069
27362095;27362069
27362092;27362063
27362092;27362104
27362092;27362075
27362092;27362089
27362092;27362089
27362093;27362046
27362093;27362098
27362093;30754909
27362093;27362069
27362090;30758712
27362090;27823747
27362090;27362069
27362090;27362033
27362090;27362101
27362090;27820725
27362090;27362061
27362090;27362059
27362090;27362070
27362090;27362066
27362090;27362077
27362090;27362111
27362090;27820116
27362090;34015492
27362090;27362089
27362090;27362068
27362090;27362099
27362090;34015492
27362090;34015585
27362090;30758725
27362090;30758712
27362090;27842758
27362090;27362070
27362090;27362036
27362090;33299069
27362090;27362033
27362090;27362043
27362090;27362090
27362090;34013932
27362090;27362068
27362090;27362037
27362090;34013403
27362090;27362034
27362090;33299065
27362088;27362075
27362088;27362089
27362088;27362089
27362089;27362034
27362089;27362088
27362089;27362069
27362089;27362063
27362089;27362075
27362089;27362092
27362089;27850707
27362089;27362104
27362089;27362063
27362089;27362088
27362089;27362090
27362089;27362092
27362103;27362069
27362103;27362071
27362103;27362069
27362102;27362069
27362101;27362100
27362101;27362111
27362101;27362069
27362101;27362069
27362101;27362033
27362101;30758712
27362101;27362099
27362101;30758725
27362101;27362090
27362101;27362111
27362068;27362110
27362068;27362090
27362068;27362070
27362068;27362077
27362068;27362076
27362068;27362090
27362100;27362079
27362100;27362069
27362100;27362101
27362100;27362111
27362099;27362101
27362099;27362069
27362099;27362079
27362099;30758712
27362099;27362069
27362099;27362090
27362099;27362111
27362098;27362046
27362098;27362033
27362098;27362034
27362098;30754909
27362098;30754716
27362098;27362034
27362098;27362033
27362098;27362093
30754716;30754909
30754716;27362046
30754716;27362098
30754716;27362046
27362097;27362030
27362111;30758725
27362111;27362069
27362111;27362079
27362111;30758712
27362111;27362101
27362111;27362100
27362111;27362099
27362111;27362090
27362111;27362101
27362111;27362069
27362111;30758712
27362111;30758725
27362110;27362069
27362110;33299069
27362110;34015492
27362110;27362071
27362110;27362033
27362110;34015492
27362110;34017023
27362110;34017030
27362110;33299069
27362110;33299065
27362110;34017180
27362110;27362068
27362110;34017169
27362110;34016001
27362110;27362110
27362110;34013260
27362069;34015990
27362069;34016970
27362069;27362101
27362069;34017004
27362069;34013511
27362069;34015738
27362069;34014006
27362069;34017169
27362069;34016238
27362069;34016979
27362069;34016995
27362069;34016572
27362069;34835065
27362069;34013932
27362069;34017023
27362069;34017012
27362069;44303410
27362069;39622369
27362069;34014782
27362069;34017030
27362069;34016987
27362069;34016519
27362069;34835045
27362069;34016540
27362069;34015585
27362069;27362111
27362069;44303406
27362069;27362107
27362069;34016611
27362069;34017204
27362069;34015941
27362069;27362099
27362069;34017180
27362069;33299069
27362069;34016600
27362069;34013403
27362069;34015986
27362069;34016001
27362069;34016281
27362069;34017194
27362069;34016583
27362069;34835057
27362069;34016561
27362069;34016250
27362069;34013997
27362069;34015492
27362069;27820116
27362069;34016592
27362069;34013260
27362069;34014558
27362069;34016548
27362069;34015937
27362069;34013776
27362069;34016273
27362069;34016290
27362069;34013921
27362069;34017187
27362069;27842758
27362069;33299065
27362069;34015762
27362069;27362030
27362069;27820116
27362069;46633569
27362069;75978150
27362069;67641449
27362069;27850707
27362069;61322063
27362069;27820111
27362069;48202659
27362069;30151205
27362069;42568263
27362069;65866491
27362069;158869886
27362069;31824506
27362069;30745805
27362069;39622095
27362069;46632949
27362069;55156189
27362069;27825646
27362069;61326349
27362069;27823791
27362069;67636835
27362069;27823747
27362069;69407514
27362069;44302539
27362069;33295252
27362069;33295254
27362069;30758725
27362069;65147648
27362069;40509723
27362069;65877302
27362069;33294834
27362069;95651916
27362069;133631955
27362069;80447331
27362069;71013238
27362069;30754909
27362069;48203008
27362069;27820324
27362069;62691925
27362069;61316066
27362069;87298873
27362069;30748712
27362069;34836686
27362069;61336919
27362069;40509746
27362069;85477610
27362069;138022168
27362069;110692851
27362069;89068127
27362069;42567126
27362069;61328063
27362069;158872426
27362069;27362062
27362069;27362060
27362069;133631955
27362069;27362032
27362069;61336919
27362069;33294834
27362069;42567126
27362069;27823747
27362069;58851803
27362069;62689557
27362069;27362101
27362069;27362030
27362069;27825646
27362069;42568263
27362069;71012969
27362069;27362108
27362069;33299069
27362069;27837968
27362069;27362099
27362069;67641449
27362069;34836686
27362069;27362107
27362069;65866491
27362069;47384180
27362069;27362055
27362069;48202659
27362069;27838462
27362069;27362052
27362069;33298193
27362069;30758712
27362069;27362070
27362069;27842758
27362069;38571221
27362069;27820111
27362069;61322063
27362069;33299065
27362069;27362037
27362069;27362031
27362069;44302539
27362069;46633569
27362069;75958143
27362069;27362034
27362069;40509723
27362069;27362090
27362069;27362043
27362069;27362061
27362069;31818911
27362069;27362059
27362069;27362075
27362069;27362079
27362069;40509746
27362069;34838882
27362069;65872987
27362069;27820324
27362069;27833687
27362069;27362074
27362069;27362100
27362069;27362087
27362069;33295252
27362069;27362106
27362069;27823300
27362069;27362077
27362069;27362046
27362069;158872426
27362069;61328063
27362069;27362111
27362069;27362072
27362069;27850707
27362069;27362110
27362069;27820116
27362069;27362073
27362069;38570914
27362069;27362033
27362069;27362095
27362069;31822176
27362069;27362086
27362069;61326349
27362069;27362089
27362069;30758725
27362069;61337025
27362069;27362057
27362069;27362054
27362069;33295254
27362069;27362036
27362069;27362041
27362069;27362076
27362069;27362103
27362069;34835119
27362069;67636835
27362069;65147648
27820116;27362069
27820116;61322063
27820116;33294834
27820116;27820725
27820116;27362107
27820116;27362069
27820116;33294834
27820116;27362069
27820116;27362090
27820116;27362030
27820116;61322063
46633569;27362069
46633569;27362034
46633569;27362069
75978150;27362076
75978150;27362069
75978150;27362076
75978150;27842758
67641449;27362069
67641449;27362069
67641449;67641451
67641449;73632935
67641449;97551656
67641449;97551656
67641451;67641449
73632935;67641449
97551656;67641449
97551656;67641449
27850707;27362059
27850707;27362074
27850707;27362030
27850707;47384180
27850707;27362069
27850707;34013997
27850707;27362034
27850707;27362069
27850707;27362036
27850707;27362074
27850707;27362059
27850707;27362089
61322063;27820116
61322063;27362069
61322063;27362061
61322063;27362069
61322063;27820116
27820111;27362069
27820111;27362069
27820111;30749392
27820111;38568856
30749392;27820111
38568856;27820111
48202659;27362069
48202659;27362069
48202659;27362059
48202659;27362074
30151205;27362075
30151205;27362069
42568263;27362069
42568263;27362069
42568263;27362086
42568263;27823747
42568263;38571221
42568263;27820324
42568263;44302539
42568263;27362074
65866491;27362069
65866491;27362034
65866491;27362069
65866491;27362063
158869886;27362069
31824506;27362069
30745805;27362069
39622095;27362069
39622095;40510656
40510656;39622095
40510656;27362106
46632949;27362069
55156189;27362069
55156189;58851880
55156189;56068523
55156189;58851880
55156189;56068523
58851880;55156189
58851880;55156189
56068523;55156189
56068523;55156189
27825646;27362069
27825646;27362069
61326349;27362069
61326349;27362072
61326349;27362069
61326349;61337025
61326349;34013932
61326349;33299065
61326349;34013776
61326349;34015762
61326349;40509723
61326349;40509746
27823791;27362069
67636835;27362069
67636835;27362069
27823747;42568263
27823747;27362069
27823747;27362107
27823747;27362074
27823747;42567126
27823747;27362069
27823747;27362090
27823747;38571221
27823747;30758725
27823747;27823747
27823747;27362074
27823747;27362107
27823747;33295252
69407514;27362069
44302539;42568263
44302539;27362069
44302539;27842758
44302539;27362069
44302539;44302539
44302539;27842758
33295252;42567126
33295252;27833687
33295252;27823747
33295252;27362069
33295252;27362107
33295252;27362069
33295252;33295285
33295252;38571221
33295252;38571221
33295252;33295254
33295285;33295252
38571221;33295252
38571221;42568263
38571221;27362069
38571221;42567126
38571221;27823747
38571221;33295252
38571221;33295254
33295254;27362069
33295254;42567126
33295254;38571221
33295254;33295252
33295254;27362069
30758725;34838882
30758725;27362101
30758725;27362107
30758725;27362090
30758725;27842758
30758725;27362111
30758725;27362070
30758725;27362061
30758725;30758712
30758725;27362030
30758725;27362033
30758725;27823747
30758725;27362069
30758725;65147648
30758725;27362034
30758725;27362046
30758725;61311909
30758725;27362069
30758725;61311909
30758725;30758725
30758725;27362033
30758725;65147648
30758725;27842758
30758725;30758712
30758725;27362070
30758725;27362111
30758725;61311909
61311909;30758725
61311909;27362033
61311909;30758725
61311909;27362033
61311909;30758725
65147648;30758725
65147648;65872987
65147648;27842758
65147648;27362069
65147648;27362069
65147648;65872987
65147648;30758712
65147648;65872987
65147648;27362076
65147648;27362072
65147648;27842758
65147648;30758725
65872987;65147648
65872987;27362069
65872987;30758712
65872987;27842758
65872987;65147648
65872987;27842758
65872987;65147648
65872987;30758712
65872987;65872987
40509723;27362034
40509723;40509746
40509723;27842758
40509723;27362069
40509723;61337025
40509723;27362050
40509723;85477610
40509723;61326349
40509723;27362036
40509723;27362069
40509723;61337025
40509723;27362036
40509723;27842758
40509723;27362034
40509723;31818911
40509723;40509746
40509723;61337025
40509723;27362035
61337025;40509723
61337025;61326349
61337025;40509746
61337025;27362069
61337025;40509723
61337025;27362035
61337025;61337025
61337025;40509723
61337025;40509746
61337025;31818911
65877302;27362069
33294834;27820116
33294834;27362069
33294834;27362107
33294834;27362069
33294834;27820116
95651916;27362069
133631955;27362069
133631955;27362069
80447331;27362034
80447331;27362069
71013238;27362069
30754909;27362069
30754909;30754716
30754909;27362058
30754909;27362098
30754909;27362046
30754909;27362093
48203008;34014782
48203008;27842758
48203008;27362069
27820324;27820725
27820324;42568263
27820324;27362069
27820324;27362069
62691925;27362069
61316066;27362069
87298873;27362069
30748712;58851803
30748712;27362069
30748712;58851803
34836686;27362069
34836686;27362069
61336919;27362069
61336919;55155632
61336919;27362069
61336919;55155632
61336919;27362070
61336919;66850051
61336919;34014558
61336919;27837968
40509746;40509723
40509746;27362069
40509746;85477610
40509746;61337025
40509746;61326349
40509746;27362069
40509746;27842758
40509746;40509723
40509746;27362059
40509746;31818911
40509746;27362034
40509746;61337025
40509746;27362035
85477610;27362069
85477610;27842758
85477610;27362059
85477610;40509723
85477610;27362034
85477610;40509746
85477610;31818911
138022168;27362069
110692851;27362069
110692851;110692851
89068127;27362069
42567126;27362069
42567126;27362069
42567126;75958143
42567126;71012969
42567126;61328063
42567126;33295252
42567126;75958143
42567126;27833687
42567126;27362060
42567126;38571221
42567126;33295254
42567126;27362074
42567126;27823747
42567126;71012969
75958143;27362069
75958143;42567126
75958143;42567126
71012969;27362069
71012969;42567126
71012969;42567126
61328063;27362069
61328063;42567126
61328063;27362069
61328063;27362034
158872426;27362069
158872426;27362069
27362109;27362075
27362108;27362069
27362108;27823300
27362108;27362106
27362108;27823300
27362108;27362107
27823300;27362069
27823300;27362108
27823300;27362108
27362107;27362069
27362107;27362074
27362107;27842758
27362107;27823747
27362107;27362108
27362107;55151960
27362107;27829778
27362107;38571258
27362107;27833687
27362107;27823747
27362107;33295252
27362107;38571258
27362107;33294834
27362107;27362069
27362107;30758725
27362107;27362107
27362107;27820116
27362107;27362074
55151960;27362062
55151960;27842758
55151960;27362075
55151960;27362107
55151960;55151993
55151960;55151993
55151993;55151960
55151993;55151960
27829778;27362107
27829778;38571258
38571258;27362107
38571258;27829778
38571258;27362107
27833687;42567126
27833687;27362069
27833687;27842758
27833687;27362107
27833687;33295252
27833687;27842758
27362106;40510656
27362106;27362108
27362106;27362069
27362106;67635447
67635447;27362106
27362028;27362075
27362029;27362075
27362030;27362061
27362030;27820116
27362030;27362070
27362030;27362066
27362030;27362069
27362030;27362097
27362030;27362033
27362030;27362034
27362030;27362036
27362030;27362043
27362030;27362039
27362030;27362040
27362030;27362049
27362030;27362044
27362030;27362042
27362030;27362037
27362030;27362048
27362030;27842758
27362030;27837968
27362030;27362032
27362030;27838462
27362030;27829682
27362030;30754722
27362030;31818911
27362030;31819589
27362030;31822176
27362030;33293167
27362030;33298193
27362030;34838882
27362030;38570914
27362030;30151323
27362030;47384180
27362030;59690156
27362030;27362034
27362030;27362051
27362030;30754722
27362030;27838462
27362030;27362073
27362030;27850707
27362030;27362043
27362030;40509928
27362030;27362035
27362030;27362046
27362030;30151323
27362030;38570914
27362030;27362062
27362030;27362036
27362030;27362032
27362030;31822176
27362030;27362045
27362030;27362041
27362030;27362031
27362030;27362039
27362030;27362044
27362030;27362048
27362030;27362040
27362030;27362037
27362030;34013932
27362030;33293167
27362030;27842758
27362030;34838882
27362030;45876440
27362030;30758725
27362030;27362033
27362030;31818911
27362030;31819589
27362030;33298193
27362030;27362049
27362030;27362047
27362030;27362069
27362030;27837968
27362030;27362038
27362030;27362042
27362033;27362110
27362033;27362101
27362033;27362090
27362033;27362032
27362033;30754722
27362033;27842758
27362033;34838882
27362033;27362069
27362033;33298193
27362033;34013403
27362033;27362046
27362033;27362030
27362033;27362070
27362033;27362098
27362033;27362061
27362033;27362077
27362033;30758725
27362033;61311909
27362033;34013932
27362033;27362034
27362033;27362030
27362033;30754722
27362033;27362070
27362033;61311909
27362033;27362090
27362033;34013932
27362033;30758712
27362033;27362098
27362033;30758725
27362033;33299065
27362034;27362030
27362034;27838462
27362034;27362098
27362034;47384180
27362034;27362069
27362034;40509928
27362034;27362104
27362034;38572242
27362034;85477610
27362034;30755801
27362034;27362046
27362034;27362043
27362034;61328063
27362034;55155632
27362034;27362070
27362034;40509723
27362034;27362059
27362034;27362036
27362034;27362061
27362034;27362035
27362034;27362045
27362034;33298193
27362034;31818911
27362034;27362042
27362034;34015762
27362034;34013932
27362034;40509746
27362034;34013997
27362034;34016540
27362034;31822176
27362034;34016001
27362034;27847852
27362034;27362074
27362034;27846854
27362034;27362090
27362034;27362063
27362034;38570914
27362034;27842758
27362034;27362030
27362034;27362035
27362034;95654003
27362034;145724128
27362034;30755801
27362034;27362104
27362034;38572242
27362034;27362073
27362034;46633569
27362034;33299069
27362034;65866491
27362034;27362050
27362034;30755801
27362034;27847852
27362034;27362098
27362034;34838882
27362034;27362033
27362034;34013997
27362034;27362034
27362034;27362036
27362034;27823715
27362034;27362074
27362034;145724128
27362034;34016001
27362034;40509723
27362034;30758725
27362034;31818911
27362034;27362061
27362034;27362089
27362034;27362046
27362034;27838462
27362034;34014006
27362034;27850707
27362034;38570914
27362034;31822176
27362034;33298193
27362034;27362043
27362034;27362059
27362034;27362063
27362034;27362035
27362034;40509928
27362034;27362062
27362034;34013932
27362034;27842758
27362034;95654003
27362034;27362031
27362034;80447331
27362034;27846854
27362034;33299065
27362035;61337025
27362035;27362042
27362035;40509746
27362035;27842758
27362035;40509723
27362035;27362034
27362035;27362030
27362035;27362034
27362035;27362034
27362035;27362042
95654003;27362034
95654003;27362034
95654003;27842758
95654003;27362062
145724128;27362034
145724128;27362034
145724128;145724128
30755801;27362034
30755801;27362034
30755801;27362036
30755801;27362034
27362036;27842758
27362036;27362034
27362036;27850707
27362036;38572242
27362036;40509723
27362036;34014006
27362036;27823715
27362036;30755801
27362036;27362030
27362036;27362061
27362036;27362069
27362036;27362090
27362036;27362030
27362036;27362061
27362036;27837968
27362036;27823715
27362036;27842758
27362036;27362034
27362036;40509723
27362036;27362073
27362036;34014006
27362043;27362034
27362043;27362039
27362043;27362045
27362043;27362069
27362043;27362090
27362043;27362030
27362043;38572242
27362043;27362061
27362043;27362030
27362043;38572242
27362043;103092177
27362043;33293167
27362043;27362049
27362043;27362038
27362043;35749927
27362043;27362044
27362043;27362034
27362043;27362039
27362043;27842758
27362043;27362045
27362043;27362046
27362043;103092177
27362043;27838462
27362043;27362040
27362043;38572242
27362043;27362042
27362043;27362048
27362043;31819589
38572242;27362043
38572242;27362034
38572242;27362043
38572242;27362036
38572242;27362043
38572242;27362034
103092177;27362043
103092177;27362043
27362039;27362030
27362039;27362043
27362039;27362030
27362039;27362043
27362039;35749927
27362039;27362044
27362040;27362030
27362040;27362046
27362040;27362043
27362040;27362030
27362040;27362046
27362049;27362043
27362049;27362030
27362049;27362030
27362044;27362045
27362044;27362030
27362044;27362039
27362044;27362046
27362044;27362043
27362044;27362030
27362042;27362043
27362042;27362035
27362042;27362030
27362042;27362030
27362042;27362035
27362042;27362034
27362037;27362032
27362037;27362090
27362037;27362030
27362037;27842758
27362037;27362050
27362037;34838326
27362037;27362069
27362037;27362030
27362037;27842758
27362048;27362030
27362048;27362043
27362048;27362030
27842758;27362045
27842758;65872987
27842758;31822176
27842758;33296197
27842758;31818911
27842758;27362050
27842758;42566775
27842758;27362038
27842758;30758712
27842758;34838326
27842758;44302539
27842758;27362090
27842758;27362070
27842758;30754722
27842758;45876173
27842758;27362043
27842758;27362036
27842758;58852417
27842758;65147648
27842758;40509723
27842758;27833687
27842758;40509746
27842758;27362032
27842758;40509928
27842758;27362069
27842758;27838462
27842758;85477610
27842758;27362046
27842758;27362076
27842758;27362034
27842758;95654003
27842758;47384180
27842758;27362037
27842758;30758725
27842758;27362030
27842758;27362074
27842758;62689557
27842758;75978150
27842758;33293167
27842758;27362062
27842758;27362030
27842758;30754722
27842758;34015738
27842758;27362070
27842758;27362069
27842758;40509723
27842758;31818911
27842758;27362032
27842758;45876440
27842758;62689557
27842758;27362035
27842758;27362045
27842758;27362050
27842758;27362046
27842758;30758712
27842758;39622369
27842758;38570914
27842758;58852417
27842758;27362107
27842758;27362037
27842758;27362031
27842758;27362034
27842758;55151960
27842758;27842758
27842758;27362062
27842758;34019487
27842758;33296197
27842758;40509928
27842758;30758725
27842758;27362074
27842758;65872987
27842758;42567714
27842758;42566775
27842758;34838326
27842758;48203008
27842758;27362076
27842758;27362036
27842758;27362033
27842758;27362038
27842758;65147648
27842758;27833687
27842758;31822176
27842758;44302539
27842758;27362063
27837968;27362069
27837968;27362036
27837968;55155632
27837968;27362030
27837968;61336919
27837968;27362030
27837968;55155632
27362032;27842758
27362032;45876173
27362032;40509928
27362032;45876440
27362032;27362030
27362032;27362056
27362032;27362078
27362032;27362069
27362032;34014782
27362032;27362030
27362032;45876440
27362032;40509928
27362032;45876173
27362032;27362078
27362032;30758712
27362032;27362033
27362032;40509928
27362032;45876440
27362032;33299065
27362032;27362037
27362032;34014782
27362032;27362056
27362032;27842758
45876440;34014782
45876440;27362030
45876440;27362032
45876440;27362078
45876440;27842758
45876440;27362056
45876440;27362032
45876440;27362032
45876440;34014782
40509928;27362034
40509928;45876173
40509928;27362032
40509928;27842758
40509928;27362030
40509928;27362078
40509928;27362056
40509928;27362047
40509928;27362032
40509928;27362047
40509928;27362032
40509928;27362034
40509928;40509928
40509928;34014782
40509928;27842758
45876173;27362078
45876173;27362030
45876173;27362032
45876173;27362056
45876173;27362075
45876173;34014782
45876173;27362034
45876173;27362032
45876173;27362032
45876173;40509928
45876173;27842758
27838462;27362030
27838462;34013776
27838462;27362069
27838462;27362034
27838462;27362043
27838462;34013511
27838462;27362061
27838462;27362030
27838462;122917025
27838462;34013776
27838462;27362034
27838462;122917025
27838462;27362046
27838462;27362059
27838462;27362061
27838462;34013511
27838462;27842758
122917025;27838462
122917025;27838462
27829682;27362030
30754722;27362033
30754722;27362030
30754722;27842758
30754722;27362030
30754722;27842758
30754722;27362033
31818911;34013997
31818911;40509746
31818911;27842758
31818911;27362074
31818911;27362069
31818911;40509723
31818911;34838326
31818911;47384180
31818911;27362059
31818911;27362030
31818911;85477610
31818911;61337025
31818911;27362034
31818911;27362030
31818911;27842758
31818911;27362034
31818911;31818911
31819589;27362030
31819589;27362043
31819589;27362030
31822176;27842758
31822176;27362030
31822176;27362034
31822176;27362069
31822176;27362030
31822176;27842758
31822176;27362034
31822176;38570914
33293167;27362043
33293167;27362030
33293167;27362030
33293167;27362070
33293167;27842758
33298193;27362034
33298193;27362073
33298193;27362030
33298193;47384180
33298193;27362069
33298193;27362030
33298193;27362033
33298193;27362034
33298193;27362073
34838882;27362030
34838882;27362069
34838882;27362034
34838882;27362030
34838882;30758725
34838882;27362033
38570914;27842758
38570914;27362034
38570914;34013997
38570914;27362104
38570914;27362030
38570914;47384180
38570914;27362069
38570914;27362074
38570914;27362059
38570914;31822176
38570914;27362030
38570914;27362034
30151323;27362030
30151323;27362038
30151323;27362030
47384180;27362069
47384180;27362030
47384180;58851803
47384180;58851803
47384180;31818911
47384180;27362073
47384180;27362034
47384180;38570914
47384180;27842758
47384180;27850707
47384180;33298193
58851803;47384180
58851803;30748712
58851803;27362069
58851803;47384180
58851803;30748712
59690156;27362069
59690156;27362030
27362031;27362030
27362031;27842758
27362031;27362069
27362031;27362034
27362038;27362043
27362038;27842758
27362038;27362030
27362038;27842758
27362038;30151323
27362041;27362030
27362041;27362069
27362041;27362050
27362045;27362046
27362045;27362043
27362045;27362047
27362045;27842758
27362045;27362030
27362045;27842758
27362045;27362044
27362045;27362034
27362045;27362043
27362045;27362047
27362047;27362046
27362047;40509928
27362047;27362045
27362047;27362030
27362047;27362046
27362047;27362045
27362047;40509928
27362046;27362069
27362046;27362040
27362046;27362034
27362046;27362047
27362046;27838462
27362046;27362043
27362046;27842758
27362046;27362030
27362046;27362061
27362046;30754909
27362046;30754716
27362046;27362045
27362046;27362047
27362046;27362034
27362046;27362058
27362046;27362040
27362046;27842758
27362046;27362044
27362046;30758725
27362046;27362051
27362046;27362093
